0,1,2,3,4,5,6,7,8,9,10
tropical fruit,pip fruit,,,,,,,,,
specialty chocolate,turkey,canned beer,soda,dental care,,,,,,
tropical fruit,soft cheese,,,,,,,,,
domestic eggs,canned beer,shopping bags,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
whole milk,pastry,,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
butter milk,pickled vegetables,hygiene articles,,,,,,,,
beverages,coffee,,,,,,,,,
meat,butter milk,,,,,,,,,
margarine,beef,whipped/sour cream,,,,,,,,
onions,butter,,,,,,,,,
sausage,butter,cream cheese ,,,,,,,,
soda,other vegetables,dishes,,,,,,,,
candy,domestic eggs,,,,,,,,,
pork,tropical fruit,seasonal products,,,,,,,,
sausage,pastry,,,,,,,,,
flower (seeds),sliced cheese,soups,,,,,,,,
beverages,pork,,,,,,,,,
root vegetables,napkins,,,,,,,,,
whole milk,napkins,pastry,long life bakery product,,,,,,,
yogurt,other vegetables,,,,,,,,,
frankfurter,margarine,,,,,,,,,
bottled water,berries,oil,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
specialty chocolate,sauces,,,,,,,,,
other vegetables,soda,fruit/vegetable juice,,,,,,,,
other vegetables,butter milk,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
meat,other vegetables,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
pastry,bottled beer,,,,,,,,,
ice cream,whole milk,,,,,,,,,
pet care,long life bakery product,,,,,,,,,
beef,ham,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
butter,domestic eggs,bottled water,curd,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
misc. beverages,liquor (appetizer),,,,,,,,,
whole milk,newspapers,,,,,,,,,
canned beer,sausage,other vegetables,rolls/buns,,,,,,,
ham,cake bar,whole milk,,,,,,,,
canned beer,misc. beverages,,,,,,,,,
chicken,butter,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
butter,semi-finished bread,,,,,,,,,
salty snack,yogurt,,,,,,,,,
root vegetables,grapes,whole milk,,,,,,,,
citrus fruit,oil,specialty chocolate,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
chicken,meat,chewing gum,bottled beer,baking powder,shopping bags,,,,,
frozen meals,rolls/buns,,,,,,,,,
whole milk,frozen dessert,popcorn,,,,,,,,
margarine,bottled water,,,,,,,,,
soda,soda,,,,,,,,,
finished products,whole milk,,,,,,,,,
meat,fish,meat spreads,abrasive cleaner,margarine,,,,,,
finished products,rolls/buns,,,,,,,,,
other vegetables,cat food,,,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
margarine,yogurt,,,,,,,,,
whole milk,grapes,bottled beer,frozen dessert,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
pet care,other vegetables,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
citrus fruit,syrup,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whole milk,candy,,,,,,,,,
ham,processed cheese,,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
whole milk,citrus fruit,butter,dental care,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
whole milk,whole milk,whole milk,pip fruit,waffles,whole milk,coffee,chocolate,,,
chicken,other vegetables,bathroom cleaner,chicken,grapes,fruit/vegetable juice,fruit/vegetable juice,soda,,,
waffles,rolls/buns,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
hamburger meat,tropical fruit,whipped/sour cream,rolls/buns,,,,,,,
rolls/buns,dishes,,,,,,,,,
yogurt,yogurt,,,,,,,,,
frankfurter,canned beer,other vegetables,potato products,,,,,,,
onions,root vegetables,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
tropical fruit,flour,,,,,,,,,
UHT-milk,berries,,,,,,,,,
salty snack,tropical fruit,,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
other vegetables,whole milk,pork,onions,,,,,,,
yogurt,hamburger meat,,,,,,,,,
rolls/buns,canned beer,tropical fruit,chewing gum,margarine,,,,,,
whole milk,rolls/buns,,,,,,,,,
soda,red/blush wine,root vegetables,butter milk,,,,,,,
sausage,bottled water,whole milk,,,,,,,,
soda,roll products ,,,,,,,,,
beef,ice cream,rolls/buns,pip fruit,whole milk,fruit/vegetable juice,UHT-milk,,,,
other vegetables,brown bread,,,,,,,,,
soda,soda,,,,,,,,,
sausage,chicken,frozen vegetables,whole milk,packaged fruit/vegetables,,,,,,
sausage,bottled beer,,,,,,,,,
ham,UHT-milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
canned beer,sliced cheese,margarine,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
baking powder,domestic eggs,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
rolls/buns,candy,,,,,,,,,
UHT-milk,citrus fruit,frozen vegetables,,,,,,,,
tropical fruit,whole milk,fruit/vegetable juice,whole milk,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
chicken,frozen vegetables,candy,,,,,,,,
ice cream,other vegetables,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
chicken,bottled beer,soda,domestic eggs,other vegetables,,,,,,
newspapers,fruit/vegetable juice,specialty chocolate,,,,,,,,
chicken,root vegetables,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
specialty bar,brown bread,,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
grapes,butter,,,,,,,,,
rolls/buns,pip fruit,rolls/buns,rolls/buns,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
butter,sauces,,,,,,,,,
beef,soda,,,,,,,,,
sausage,pork,sugar,,,,,,,,
other vegetables,brown bread,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,house keeping products,,,,,,
domestic eggs,brown bread,detergent,,,,,,,,
bottled water,bottled water,,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
semi-finished bread,newspapers,,,,,,,,,
beef,other vegetables,,,,,,,,,
herbs,newspapers,,,,,,,,,
candy,specialty cheese,,,,,,,,,
hard cheese,flower soil/fertilizer,condensed milk,curd,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
chocolate,dish cleaner,domestic eggs,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
white wine,rolls/buns,,,,,,,,,
meat,whole milk,,,,,,,,,
curd,curd,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
whole milk,coffee,,,,,,,,,
whole milk,ice cream,detergent,rolls/buns,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
berries,pastry,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
grapes,coffee,,,,,,,,,
whole milk,yogurt,,,,,,,,,
white wine,condensed milk,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,brandy,,,,,,,
pip fruit,soda,brown bread,,,,,,,,
sausage,sausage,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
herbs,sugar,,,,,,,,,
candy,domestic eggs,,,,,,,,,
rolls/buns,bottled water,bottled water,,,,,,,,
whole milk,instant coffee,,,,,,,,,
whole milk,butter,newspapers,,,,,,,,
margarine,root vegetables,,,,,,,,,
frankfurter,tropical fruit,mustard,,,,,,,,
butter,frozen meals,,,,,,,,,
root vegetables,sausage,condensed milk,other vegetables,canned beer,white bread,hard cheese,frozen vegetables,,,
beef,margarine,other vegetables,,,,,,,,
ham,dessert,,,,,,,,,
pickled vegetables,hygiene articles,,,,,,,,,
dish cleaner,whole milk,canned fish,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
herbs,pork,sugar,hard cheese,long life bakery product,,,,,,
newspapers,red/blush wine,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
cocoa drinks,red/blush wine,,,,,,,,,
pip fruit,salty snack,yogurt,,,,,,,,
tropical fruit,cookware,whole milk,oil,,,,,,,
ham,bottled water,margarine,,,,,,,,
tropical fruit,dessert,white bread,bottled water,,,,,,,
rolls/buns,curd,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
curd,frozen vegetables,,,,,,,,,
chocolate marshmallow,brown bread,,,,,,,,,
onions,cat food,,,,,,,,,
photo/film,beverages,bottled beer,,,,,,,,
curd,other vegetables,,,,,,,,,
sausage,onions,mustard,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
pastry,semi-finished bread,dishes,napkins,,,,,,,
coffee,butter,,,,,,,,,
whole milk,soda,,,,,,,,,
chicken,artif. sweetener,,,,,,,,,
berries,newspapers,,,,,,,,,
sliced cheese,napkins,,,,,,,,,
butter milk,oil,,,,,,,,,
pork,grapes,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
chocolate,pip fruit,rolls/buns,other vegetables,frozen vegetables,,,,,,
tropical fruit,frozen vegetables,whole milk,snack products,,,,,,,
liver loaf,specialty chocolate,,,,,,,,,
frozen dessert,soda,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
frankfurter,frankfurter,butter,domestic eggs,margarine,other vegetables,,,,,
UHT-milk,berries,shopping bags,,,,,,,,
dessert,frozen fish,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
tropical fruit,hamburger meat,bottled beer,yogurt,,,,,,,
fruit/vegetable juice,candy,fruit/vegetable juice,,,,,,,,
pork,frozen meals,,,,,,,,,
pasta,brown bread,beef,long life bakery product,citrus fruit,whipped/sour cream,specialty cheese,frozen vegetables,,,
packaged fruit/vegetables,butter,,,,,,,,,
whole milk,pastry,chewing gum,shopping bags,,,,,,,
frozen vegetables,yogurt,bottled beer,,,,,,,,
coffee,whole milk,,,,,,,,,
citrus fruit,liquor,,,,,,,,,
cooking chocolate,oil,,,,,,,,,
chocolate,other vegetables,,,,,,,,,
specialty bar,whole milk,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
soft cheese,bottled beer,,,,,,,,,
sausage,root vegetables,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
berries,sausage,tropical fruit,butter,,,,,,,
hamburger meat,butter,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
chicken,soda,dishes,,,,,,,,
pip fruit,specialty chocolate,liquor (appetizer),soda,,,,,,,
whole milk,napkins,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
meat,root vegetables,,,,,,,,,
sausage,canned beer,frozen vegetables,detergent,,,,,,,
rolls/buns,bottled water,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
tropical fruit,rolls/buns,root vegetables,,,,,,,,
chocolate,butter,,,,,,,,,
bottled beer,Instant food products,,,,,,,,,
pork,napkins,,,,,,,,,
hamburger meat,dog food,domestic eggs,,,,,,,,
root vegetables,yogurt,,,,,,,,,
white wine,sugar,,,,,,,,,
liquor,rolls/buns,frozen meals,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
beef,ice cream,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
sweet spreads,male cosmetics,,,,,,,,,
other vegetables,yogurt,pastry,,,,,,,,
pastry,butter,,,,,,,,,
soda,ice cream,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
pastry,napkins,,,,,,,,,
frankfurter,coffee,,,,,,,,,
rolls/buns,salty snack,brown bread,cream cheese ,,,,,,,
berries,coffee,,,,,,,,,
sausage,processed cheese,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
beef,root vegetables,,,,,,,,,
pork,brown bread,bottled beer,shopping bags,,,,,,,
other vegetables,bottled beer,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
whole milk,spread cheese,,,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
sausage,root vegetables,soda,chocolate marshmallow,,,,,,,
grapes,berries,brown bread,,,,,,,,
turkey,long life bakery product,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
frozen dessert,bottled water,,,,,,,,,
packaged fruit/vegetables,fish,frozen meals,specialty chocolate,brown bread,,,,,,
baking powder,frozen potato products,,,,,,,,,
butter,frozen dessert,whole milk,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
newspapers,roll products ,,,,,,,,,
yogurt,soda,yogurt,,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
grapes,yogurt,hygiene articles,,,,,,,,
frankfurter,chicken,butter,bottled water,,,,,,,
rolls/buns,salty snack,salty snack,,,,,,,,
misc. beverages,soda,,,,,,,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
photo/film,onions,,,,,,,,,
soda,dessert,shopping bags,,,,,,,,
chocolate,butter,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
beef,liquor (appetizer),frozen vegetables,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
newspapers,sliced cheese,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
pip fruit,butter,,,,,,,,,
oil,waffles,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
citrus fruit,sausage,rolls/buns,frozen potato products,,,,,,,
sausage,root vegetables,,,,,,,,,
frankfurter,berries,,,,,,,,,
chewing gum,coffee,margarine,,,,,,,,
sausage,white wine,candy,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
seasonal products,oil,liquor (appetizer),cookware,,,,,,,
cream cheese ,yogurt,whipped/sour cream,,,,,,,,
pork,other vegetables,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
pastry,soda,,,,,,,,,
sausage,chocolate,newspapers,pastry,,,,,,,
frankfurter,whole milk,,,,,,,,,
chicken,dessert,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
long life bakery product,hard cheese,,,,,,,,,
tropical fruit,chicken,sausage,organic sausage,other vegetables,whipped/sour cream,other vegetables,butter milk,,,
other vegetables,margarine,,,,,,,,,
ham,hamburger meat,whole milk,margarine,,,,,,,
canned beer,ham,,,,,,,,,
butter milk,bottled beer,soda,,,,,,,,
white bread,processed cheese,,,,,,,,,
canned fish,fruit/vegetable juice,,,,,,,,,
yogurt,soda,frozen vegetables,,,,,,,,
meat,white bread,,,,,,,,,
white wine,UHT-milk,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
sausage,sausage,rolls/buns,sweet spreads,instant coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,
cereals,sausage,tropical fruit,other vegetables,,,,,,,
chicken,cream cheese ,napkins,,,,,,,,
whole milk,frozen vegetables,soda,chocolate,,,,,,,
citrus fruit,hard cheese,pastry,salty snack,,,,,,,
rolls/buns,berries,,,,,,,,,
margarine,processed cheese,,,,,,,,,
sausage,yogurt,fruit/vegetable juice,,,,,,,,
frozen meals,rolls/buns,chocolate marshmallow,,,,,,,,
pip fruit,berries,,,,,,,,,
ice cream,other vegetables,misc. beverages,,,,,,,,
beef,domestic eggs,,,,,,,,,
specialty bar,curd,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whipped/sour cream,napkins,pickled vegetables,,,,,,,,
bottled water,curd,semi-finished bread,,,,,,,,
frozen meals,whole milk,,,,,,,,,
baking powder,fruit/vegetable juice,,,,,,,,,
turkey,newspapers,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,mustard,,,,,,,,,
pastry,other vegetables,,,,,,,,,
bottled beer,bottled water,rolls/buns,root vegetables,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
white bread,tropical fruit,,,,,,,,,
pastry,domestic eggs,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
tropical fruit,yogurt,candy,,,,,,,,
bottled beer,newspapers,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
beef,other vegetables,bottled water,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
pork,citrus fruit,,,,,,,,,
grapes,semi-finished bread,,,,,,,,,
meat,rolls/buns,frozen potato products,,,,,,,,
dishes,shopping bags,hard cheese,other vegetables,,,,,,,
soft cheese,whipped/sour cream,,,,,,,,,
sausage,cake bar,,,,,,,,,
frozen fish,beef,,,,,,,,,
spread cheese,other vegetables,whole milk,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
brown bread,pastry,,,,,,,,,
other vegetables,pastry,,,,,,,,,
bottled water,yogurt,,,,,,,,,
other vegetables,soda,frozen potato products,,,,,,,,
curd,newspapers,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
margarine,cat food,,,,,,,,,
meat,butter milk,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
frozen meals,onions,,,,,,,,,
brown bread,whole milk,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
sweet spreads,white wine,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
tea,soda,,,,,,,,,
sausage,cat food,,,,,,,,,
sausage,specialty bar,,,,,,,,,
ice cream,white wine,soups,instant coffee,,,,,,,
root vegetables,coffee,,,,,,,,,
domestic eggs,brown bread,specialty chocolate,,,,,,,,
chicken,citrus fruit,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
grapes,canned fish,,,,,,,,,
chicken,abrasive cleaner,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,rolls/buns,,,,,,,
yogurt,pastry,,,,,,,,,
sausage,Instant food products,,,,,,,,,
citrus fruit,candy,,,,,,,,,
soda,oil,,,,,,,,,
sausage,snack products,rolls/buns,,,,,,,,
chicken,frozen meals,,,,,,,,,
dessert,curd,,,,,,,,,
potato products,waffles,newspapers,,,,,,,,
whole milk,pastry,margarine,pastry,,,,,,,
pastry,soda,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
beef,specialty bar,rolls/buns,,,,,,,,
rolls/buns,chicken,cream cheese ,dishes,,,,,,,
chicken,other vegetables,,,,,,,,,
coffee,onions,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,frankfurter,other vegetables,newspapers,spread cheese,,,,,,
sugar,whole milk,ketchup,,,,,,,,
grapes,root vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
whole milk,yogurt,,,,,,,,,
shopping bags,other vegetables,coffee,,,,,,,,
citrus fruit,coffee,,,,,,,,,
specialty chocolate,soda,curd,female sanitary products,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
citrus fruit,root vegetables,yogurt,soft cheese,,,,,,,
soda,sliced cheese,butter,,,,,,,,
beverages,whole milk,butter milk,fruit/vegetable juice,,,,,,,
other vegetables,bottled water,hard cheese,,,,,,,,
beef,soda,,,,,,,,,
chocolate,whole milk,,,,,,,,,
misc. beverages,waffles,bottled beer,,,,,,,,
margarine,citrus fruit,oil,,,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,,
pip fruit,rolls/buns,specialty chocolate,,,,,,,,
yogurt,root vegetables,,,,,,,,,
pasta,root vegetables,,,,,,,,,
fruit/vegetable juice,baking powder,oil,,,,,,,,
soft cheese,semi-finished bread,,,,,,,,,
sausage,yogurt,tidbits,,,,,,,,
whole milk,coffee,,,,,,,,,
other vegetables,ready soups,baking powder,,,,,,,,
beef,fruit/vegetable juice,whole milk,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
flower (seeds),white wine,,,,,,,,,
waffles,semi-finished bread,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
tropical fruit,other vegetables,rice,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
ice cream,rolls/buns,bottled beer,canned beer,,,,,,,
hamburger meat,whole milk,root vegetables,hygiene articles,hygiene articles,brown bread,,,,,
canned beer,root vegetables,,,,,,,,,
pork,brown bread,,,,,,,,,
beef,sugar,root vegetables,frozen vegetables,,,,,,,
meat,citrus fruit,pip fruit,other vegetables,,,,,,,
root vegetables,salty snack,,,,,,,,,
beef,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
shopping bags,long life bakery product,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
white bread,chocolate marshmallow,,,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,
chicken,sugar,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
margarine,specialty bar,,,,,,,,,
misc. beverages,bottled water,other vegetables,coffee,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
beef,rolls/buns,,,,,,,,,
meat,butter,frozen dessert,,,,,,,,
frozen vegetables,cookware,,,,,,,,,
frankfurter,dessert,pet care,soda,whipped/sour cream,,,,,,
sausage,bottled water,,,,,,,,,
hygiene articles,newspapers,,,,,,,,,
frozen dessert,hard cheese,,,,,,,,,
pastry,grapes,,,,,,,,,
specialty chocolate,hamburger meat,frozen fish,,,,,,,,
whole milk,herbs,,,,,,,,,
bottled water,napkins,,,,,,,,,
specialty chocolate,soda,pet care,,,,,,,,
whole milk,onions,,,,,,,,,
pastry,pastry,,,,,,,,,
shopping bags,root vegetables,sliced cheese,,,,,,,,
whole milk,newspapers,whole milk,rolls/buns,,,,,,,
ham,other vegetables,,,,,,,,,
sausage,butter,,,,,,,,,
liver loaf,pip fruit,fruit/vegetable juice,curd,,,,,,,
whole milk,canned beer,specialty bar,sugar,detergent,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
soda,dessert,,,,,,,,,
sliced cheese,domestic eggs,,,,,,,,,
photo/film,whole milk,,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
tropical fruit,flour,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
bottled beer,other vegetables,salty snack,,,,,,,,
pip fruit,whole milk,butter milk,yogurt,,,,,,,
bottled beer,bottled water,,,,,,,,,
other vegetables,cookware,canned beer,canned beer,frozen vegetables,butter,ice cream,bottled water,,,
soda,yogurt,,,,,,,,,
whole milk,ham,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
salty snack,butter milk,,,,,,,,,
canned beer,cake bar,,,,,,,,,
packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
specialty bar,tropical fruit,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
other vegetables,other vegetables,waffles,,,,,,,,
whole milk,other vegetables,,,,,,,,,
grapes,chocolate,,,,,,,,,
tropical fruit,coffee,red/blush wine,,,,,,,,
UHT-milk,brown bread,,,,,,,,,
root vegetables,chewing gum,chocolate,bottled beer,,,,,,,
curd,soda,,,,,,,,,
coffee,whole milk,mustard,,,,,,,,
canned beer,tropical fruit,root vegetables,other vegetables,,,,,,,
whole milk,UHT-milk,,,,,,,,,
pip fruit,pork,brown bread,whole milk,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
other vegetables,shopping bags,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
beef,whole milk,candy,,,,,,,,
pork,pastry,,,,,,,,,
herbs,soda,,,,,,,,,
pastry,pickled vegetables,margarine,,,,,,,,
bottled water,sausage,yogurt,bottled water,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
organic sausage,other vegetables,hard cheese,bottled water,,,,,,,
